ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效
13116	银狐海贼	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13117	银狐海贼	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13118	银狐海贼	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13121	N蒙达	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_mengda.png	person/poster_char_mengda.png	none	none	person/poster_char_mengda.png	fightNormalAttack.mp3
13122	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13123	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13124	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13125	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13126	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13127	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13128	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13131	N汉堡	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_hanbao.png	person/poster_char_hanbao.png	none	none	person/poster_char_hanbao.png	fightNormalAttack.mp3
13132	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13133	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13134	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13135	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13136	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13137	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13138	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13141	N比格潘	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_bigepan.png	person/poster_char_bigepan.png	none	none	person/poster_char_bigepan.png	fightNormalAttack.mp3
13142	N汉堡	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_hanbao.png	person/poster_char_hanbao.png	none	none	person/poster_char_hanbao.png	fightNormalAttack.mp3
13143	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13144	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13145	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13146	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13147	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13148	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13151	N皮克鲁斯	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_pikelusi.png	person/poster_char_pikelusi.png	none	none	person/poster_char_pikelusi.png	fightNormalAttack.mp3
13152	N比格潘	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_bigepan.png	person/poster_char_bigepan.png	none	none	person/poster_char_bigepan.png	fightNormalAttack.mp3
13153	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13154	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13155	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13156	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13157	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13158	银狐海贼	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13161	N福克斯	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_fukesi.png	person/poster_char_fukesi.png	none	none	person/poster_char_fukesi.png	fightNormalAttack.mp3
13162	N波琪	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_boqi.png	person/poster_char_boqi.png	none	none	person/poster_char_boqi.png	fightNormalAttack.mp3
13163	N皮克鲁斯	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_pikelusi.png	person/poster_char_pikelusi.png	none	none	person/poster_char_pikelusi.png	fightNormalAttack.mp3
13164	N比格潘	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_bigepan.png	person/poster_char_bigepan.png	none	none	person/poster_char_bigepan.png	fightNormalAttack.mp3
13165	N汉堡	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_hanbao.png	person/poster_char_hanbao.png	none	none	person/poster_char_hanbao.png	fightNormalAttack.mp3
13166	N蒙达	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_mengda.png	person/poster_char_mengda.png	none	none	person/poster_char_mengda.png	fightNormalAttack.mp3
13167	银狐海贼	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
13168	银狐海贼	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_haidao4.png	person/poster_char_haidao4.png	none	none	person/poster_char_haidao4.png	fightNormalAttack.mp3
14011	横纲	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14012	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14013	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14014	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14015	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14016	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14017	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14018	海王	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_henggang.png	person/poster_char_henggang.png	none	none	person/poster_char_henggang.png	fightNormalAttack.mp3
14021	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14022	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14023	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14024	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14025	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14026	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14027	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14028	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14031	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14032	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14033	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14034	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14035	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14036	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14037	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14038	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14041	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14042	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14043	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14044	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14045	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14046	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14047	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14048	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14051	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14052	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14053	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14054	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14055	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14056	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14057	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14058	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14061	N弗兰奇	2	1	0	34	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14062	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14063	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14064	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14065	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14066	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14067	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14068	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren2.png	person/poster_char_shangjinlieren2.png	none	none	person/poster_char_shangjinlieren2.png	fightNormalAttack.mp3
14071	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14072	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14073	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14074	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14075	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14076	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14077	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14078	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14081	N巴利	4	1	0	69	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_bali.png	person/poster_char_bali.png	none	none	person/poster_char_bali.png	fightNormalAttack.mp3
14082	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14083	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14084	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14085	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14086	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14087	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14088	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14091	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14092	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14093	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14094	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14095	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14096	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14097	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14098	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14101	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14102	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14103	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14104	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14105	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14106	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14107	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14108	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14111	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14112	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14113	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14114	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14115	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
